words,left,top,width,height,page,center_x,center_y,prop_height,prop_width,word_key,sentence_id,sentence
besides,1474,540,152,25,5,1550.0,552.5,0.0173370319001386,0.08,c2c158d0-5b28-412f-8e7d-48d9414a4322,history_of_film_58,"By 1910, new smaller Danish companies began joining the business, and besides making more films about the white slave trade, they contributed other new subjects."
making,1650,540,132,31,5,1716.0,555.5,0.0214979195561719,0.0694736842105263,7dc2b5ad-0a7c-468e-9267-8a85cb72b00a,history_of_film_58,"By 1910, new smaller Danish companies began joining the business, and besides making more films about the white slave trade, they contributed other new subjects."
more,1804,548,86,17,5,1847.0,556.5,0.0117891816920943,0.0452631578947368,ec5c5d20-153c-483c-b86a-35a0ad1fb0d2,history_of_film_58,"By 1910, new smaller Danish companies began joining the business, and besides making more films about the white slave trade, they contributed other new subjects."
films,3,630,105,25,5,55.5,642.5,0.0173370319001386,0.0552631578947368,6e413be0-7993-4c33-ab60-9fe1b0c1b345,history_of_film_58,"By 1910, new smaller Danish companies began joining the business, and besides making more films about the white slave trade, they contributed other new subjects."
about,134,631,106,24,5,187.0,643.0,0.0166435506241331,0.0557894736842105,8ea4cfcb-a6e0-4d1f-9e07-64626264556a,history_of_film_58,"By 1910, new smaller Danish companies began joining the business, and besides making more films about the white slave trade, they contributed other new subjects."
the,267,631,61,24,5,297.5,643.0,0.0166435506241331,0.0321052631578947,634c7f5c-2add-4e49-a51a-6fe84c1905b0,history_of_film_58,"By 1910, new smaller Danish companies began joining the business, and besides making more films about the white slave trade, they contributed other new subjects."
white,352,630,108,25,5,406.0,642.5,0.0173370319001386,0.0568421052631578,e335d6c1-0c7e-40e1-97f0-4bc822233dc6,history_of_film_58,"By 1910, new smaller Danish companies began joining the business, and besides making more films about the white slave trade, they contributed other new subjects."
slave,487,631,105,24,5,539.5,643.0,0.0166435506241331,0.0552631578947368,426bd68e-3aa6-4302-b56e-4a870b8aa8c8,history_of_film_58,"By 1910, new smaller Danish companies began joining the business, and besides making more films about the white slave trade, they contributed other new subjects."
"trade,",619,631,121,28,5,679.5,645.0,0.0194174757281553,0.0636842105263157,7b275fa2-8661-4e35-b8d1-1bb40b3c77ce,history_of_film_58,"By 1910, new smaller Danish companies began joining the business, and besides making more films about the white slave trade, they contributed other new subjects."
they,773,631,84,29,5,815.0,645.5,0.0201109570041608,0.0442105263157894,677731f9-c8c7-4bc9-8b7b-8e18bd37b8e7,history_of_film_58,"By 1910, new smaller Danish companies began joining the business, and besides making more films about the white slave trade, they contributed other new subjects."
contributed,882,630,240,25,5,1002.0,642.5,0.0173370319001386,0.1263157894736842,339fe2e4-35c2-4fc8-b0be-fdf0c66e128e,history_of_film_58,"By 1910, new smaller Danish companies began joining the business, and besides making more films about the white slave trade, they contributed other new subjects."
other,1146,631,105,24,5,1198.5,643.0,0.0166435506241331,0.0552631578947368,637e1fd1-6647-4e79-991c-02e44b043692,history_of_film_58,"By 1910, new smaller Danish companies began joining the business, and besides making more films about the white slave trade, they contributed other new subjects."
new,1277,638,65,17,5,1309.5,646.5,0.0117891816920943,0.0342105263157894,480d77dd-1125-4fe1-ab9e-66c46878d095,history_of_film_58,"By 1910, new smaller Danish companies began joining the business, and besides making more films about the white slave trade, they contributed other new subjects."
subjects.,1367,630,187,31,5,1460.5,645.5,0.0214979195561719,0.0984210526315789,b70a5d50-9ab1-42ca-8829-85c7829c3694,history_of_film_58,"By 1910, new smaller Danish companies began joining the business, and besides making more films about the white slave trade, they contributed other new subjects."
By,1585,634,42,26,5,1606.0,647.0,0.0180305131761442,0.0221052631578947,8419f0aa-d5b8-4661-8406-dd7b8f390a1e,history_of_film_59,"By 1912, the Danish film companies were multiplying rapidly."
"1912,",1653,634,99,25,5,1702.5,646.5,0.0173370319001386,0.0521052631578947,bd02b22e-dd14-48b7-8d44-ec63b4726978,history_of_film_59,"By 1912, the Danish film companies were multiplying rapidly."
the,1785,631,61,24,5,1815.5,643.0,0.0166435506241331,0.0321052631578947,e7545a7b-0d90-4a24-8022-2c50e5267d3c,history_of_film_59,"By 1912, the Danish film companies were multiplying rapidly."
Danish,1,721,131,25,5,66.5,733.5,0.0173370319001386,0.0689473684210526,12961b30-9767-426a-a9b0-6ceafcb0cdcb,history_of_film_59,"By 1912, the Danish film companies were multiplying rapidly."
film,157,721,85,25,5,199.5,733.5,0.0173370319001386,0.0447368421052631,b354fd84-bc63-461a-8d75-c9e41bcb2376,history_of_film_59,"By 1912, the Danish film companies were multiplying rapidly."
companies,266,721,194,31,5,363.0,736.5,0.0214979195561719,0.1021052631578947,e9da3d53-7dbf-4f23-a32c-189d16b74219,history_of_film_59,"By 1912, the Danish film companies were multiplying rapidly."
were,484,729,86,17,5,527.0,737.5,0.0117891816920943,0.0452631578947368,e293ac91-581b-430c-884b-4af2a4d6faf3,history_of_film_59,"By 1912, the Danish film companies were multiplying rapidly."
multiplying,594,721,242,31,5,715.0,736.5,0.0214979195561719,0.1273684210526315,e881f00f-93d5-4ef5-b00f-a57fbc2c99c9,history_of_film_59,"By 1912, the Danish film companies were multiplying rapidly."
rapidly.,860,721,166,31,5,943.0,736.5,0.0214979195561719,0.0873684210526315,48c56500-c352-4804-9be6-50bab29af07c,history_of_film_59,"By 1912, the Danish film companies were multiplying rapidly."
In,1059,725,41,21,5,1079.5,735.5,0.0145631067961165,0.021578947368421,54ec7e1f-0cfd-47bf-aaeb-82cad6a8cc1a,history_of_film_60,"In Germany, Oskar Messter had been involved in film-making from 1896, but did not make a significant number of films per year until 1910."
"Germany,",1123,725,167,26,5,1206.5,738.0,0.0180305131761442,0.0878947368421052,2914ab7d-94eb-4ca8-8975-942d9d931c6b,history_of_film_60,"In Germany, Oskar Messter had been involved in film-making from 1896, but did not make a significant number of films per year until 1910."
Oskar,1321,722,106,24,5,1374.0,734.0,0.0166435506241331,0.0557894736842105,5169ee28-f505-4851-a21b-86d846beeb97,history_of_film_60,"In Germany, Oskar Messter had been involved in film-making from 1896, but did not make a significant number of films per year until 1910."
Messter,1452,725,151,21,5,1527.5,735.5,0.0145631067961165,0.0794736842105263,8b416189-61e0-4d36-ab13-35df282aa48f,history_of_film_60,"In Germany, Oskar Messter had been involved in film-making from 1896, but did not make a significant number of films per year until 1910."
had,1629,722,65,24,5,1661.5,734.0,0.0166435506241331,0.0342105263157894,efd0ee5f-4ccc-408d-9f81-9f0bb0aa083a,history_of_film_60,"In Germany, Oskar Messter had been involved in film-making from 1896, but did not make a significant number of films per year until 1910."
been,1716,722,88,24,5,1760.0,734.0,0.0166435506241331,0.0463157894736842,f73f361d-4e00-4786-b91c-9ec828cef9a8,history_of_film_60,"In Germany, Oskar Messter had been involved in film-making from 1896, but did not make a significant number of films per year until 1910."
involved,4,811,172,25,5,90.0,823.5,0.0173370319001386,0.0905263157894736,81569539-43cc-417b-9715-9b47bdd0114c,history_of_film_60,"In Germany, Oskar Messter had been involved in film-making from 1896, but did not make a significant number of films per year until 1910."
in,202,811,40,25,5,222.0,823.5,0.0173370319001386,0.0210526315789473,11065825-f627-4724-8f1e-1208d578fe24,history_of_film_60,"In Germany, Oskar Messter had been involved in film-making from 1896, but did not make a significant number of films per year until 1910."
film-making,267,811,239,31,5,386.5,826.5,0.0214979195561719,0.1257894736842105,6efed1bb-1191-4ada-ba11-fe141a26c7fd,history_of_film_60,"In Germany, Oskar Messter had been involved in film-making from 1896, but did not make a significant number of films per year until 1910."
from,531,813,85,23,5,573.5,824.5,0.0159500693481276,0.0447368421052631,4f927b1d-3785-4b8a-8729-58d284fafe3b,history_of_film_60,"In Germany, Oskar Messter had been involved in film-making from 1896, but did not make a significant number of films per year until 1910."
"1896,",641,815,99,25,5,690.5,827.5,0.0173370319001386,0.0521052631578947,7d09a525-36f0-4fcf-94d1-97d87bdb8a80,history_of_film_60,"In Germany, Oskar Messter had been involved in film-making from 1896, but did not make a significant number of films per year until 1910."
but,770,812,64,24,5,802.0,824.0,0.0166435506241331,0.0336842105263157,4316f76a-c0e3-4ed0-bf04-c6b794046e56,history_of_film_60,"In Germany, Oskar Messter had been involved in film-making from 1896, but did not make a significant number of films per year until 1910."
did,859,811,65,25,5,891.5,823.5,0.0173370319001386,0.0342105263157894,2f909e07-7782-4699-9d7d-73a229b5d1ed,history_of_film_60,"In Germany, Oskar Messter had been involved in film-making from 1896, but did not make a significant number of films per year until 1910."
not,947,815,63,21,5,978.5,825.5,0.0145631067961165,0.0331578947368421,1b242650-3a0f-4199-8d70-439a4f9da980,history_of_film_60,"In Germany, Oskar Messter had been involved in film-making from 1896, but did not make a significant number of films per year until 1910."
make,1034,812,86,24,5,1077.0,824.0,0.0166435506241331,0.0452631578947368,ba5d469b-a946-4931-abd9-99a0f99e185b,history_of_film_60,"In Germany, Oskar Messter had been involved in film-making from 1896, but did not make a significant number of films per year until 1910."
a,1146,819,19,17,5,1155.5,827.5,0.0117891816920943,0.01,4a29fd64-6040-42f9-9675-3abe0ba01dd4,history_of_film_60,"In Germany, Oskar Messter had been involved in film-making from 1896, but did not make a significant number of films per year until 1910."
significant,1191,811,237,31,5,1309.5,826.5,0.0214979195561719,0.1247368421052631,0da1e385-531f-4050-ba35-e8d0c614e11e,history_of_film_60,"In Germany, Oskar Messter had been involved in film-making from 1896, but did not make a significant number of films per year until 1910."
number,1453,812,128,24,5,1517.0,824.0,0.0166435506241331,0.0673684210526315,1bd0447d-8311-48c6-9589-881e01b71911,history_of_film_60,"In Germany, Oskar Messter had been involved in film-making from 1896, but did not make a significant number of films per year until 1910."
of,1608,813,39,23,5,1627.5,824.5,0.0159500693481276,0.0205263157894736,183ee9e6-2d5b-4216-b223-9a4cc0ef33ab,history_of_film_60,"In Germany, Oskar Messter had been involved in film-making from 1896, but did not make a significant number of films per year until 1910."
films,1675,811,105,25,5,1727.5,823.5,0.0173370319001386,0.0552631578947368,4c3cc7f4-27d3-480e-9041-c2ae05a61d49,history_of_film_60,"In Germany, Oskar Messter had been involved in film-making from 1896, but did not make a significant number of films per year until 1910."
per,1804,819,63,23,5,1835.5,830.5,0.0159500693481276,0.0331578947368421,760dbd7c-9802-42f9-9bea-a45ac22ddaec,history_of_film_60,"In Germany, Oskar Messter had been involved in film-making from 1896, but did not make a significant number of films per year until 1910."
year,0,909,85,22,5,42.5,920.0,0.015256588072122,0.0447368421052631,9daef02a-db24-4097-bf39-4939e39e517b,history_of_film_60,"In Germany, Oskar Messter had been involved in film-making from 1896, but did not make a significant number of films per year until 1910."
until,111,901,106,25,5,164.0,913.5,0.0173370319001386,0.0557894736842105,779409ca-52b6-47ea-8d76-d8c637ca06f7,history_of_film_60,"In Germany, Oskar Messter had been involved in film-making from 1896, but did not make a significant number of films per year until 1910."
1910.,245,905,99,21,5,294.5,915.5,0.0145631067961165,0.0521052631578947,9e809092-40eb-4bdb-a73a-2f6f84330b46,history_of_film_60,"In Germany, Oskar Messter had been involved in film-making from 1896, but did not make a significant number of films per year until 1910."
When,374,902,88,24,5,418.0,914.0,0.0166435506241331,0.0463157894736842,9876384b-93ff-4b2b-9971-007deda3a3a7,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
the,487,902,61,24,5,517.5,914.0,0.0166435506241331,0.0321052631578947,017af20c-2f17-40fc-93cc-c7d7ec0dba03,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
worldwide,572,901,196,25,5,670.0,913.5,0.0173370319001386,0.1031578947368421,5d00547a-1e85-4ea1-abfc-f0f07abab7c0,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
film,795,901,85,25,5,837.5,913.5,0.0173370319001386,0.0447368421052631,2c869969-d92d-458a-ab7b-775a92fb8d22,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
boom,902,902,88,24,5,946.0,914.0,0.0166435506241331,0.0463157894736842,f8b930ae-3677-4655-aaa5-3611e7902e21,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
"started,",1015,902,165,28,5,1097.5,916.0,0.0194174757281553,0.0868421052631579,d79c4037-0589-42d9-8723-c61f55c13859,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
"he,",1211,902,57,28,5,1239.5,916.0,0.0194174757281553,0.03,17d59f57-6324-48ec-a8b8-91c0411fa93e,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
and,1300,902,64,24,5,1332.0,914.0,0.0166435506241331,0.0336842105263157,0350c524-75db-4691-99fd-71b57442d172,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
the,1389,902,61,24,5,1419.5,914.0,0.0166435506241331,0.0321052631578947,d2d1da17-82e8-449f-bcd4-6522477b884b,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
few,1477,903,63,23,5,1508.5,914.5,0.0159500693481276,0.0331578947368421,8dddc809-6ea2-416f-8889-2c8aee6d47b7,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
other,1564,902,105,24,5,1616.5,914.0,0.0166435506241331,0.0552631578947368,8fe38924-f1b2-4dde-8952-630e3fb7a3d3,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
people,1694,902,130,30,5,1759.0,917.0,0.0208044382801664,0.0684210526315789,7191c985-2108-40a5-b560-1d699c170f61,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
in,1852,901,40,25,5,1872.0,913.5,0.0173370319001386,0.0210526315789473,aeceb7d6-bbf8-493c-ba46-185e40ed2429,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
the,3,992,61,24,5,33.5,1004.0,0.0166435506241331,0.0321052631578947,c03ab6ab-b01b-4ebe-a73d-afa5421aae14,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
German,89,995,131,21,5,154.5,1005.5,0.0145631067961165,0.0689473684210526,29c2705a-f2fd-4356-b1ba-98145a728e2b,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
film,245,991,85,25,5,287.5,1003.5,0.0173370319001386,0.0447368421052631,470280b3-ccb4-4e3a-9206-bc34ae8ccad6,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
"business,",352,991,190,29,5,447.0,1005.5,0.0201109570041608,0.1,fd4a086a-8504-4dbf-89a7-e94f10e40c4b,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
continued,574,991,196,25,5,672.0,1003.5,0.0173370319001386,0.1031578947368421,a5bf5b01-eeb7-459b-b3fb-afd2a178f271,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
to,795,995,39,21,5,814.5,1005.5,0.0145631067961165,0.0205263157894736,65e5ed10-c60c-4d83-8ea0-be5d2db0c770,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
sell,861,992,82,24,5,902.0,1004.0,0.0166435506241331,0.0431578947368421,5c0c1cd6-d895-47f5-ba60-befd42fdcc7a,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
prints,968,991,130,31,5,1033.0,1006.5,0.0214979195561719,0.0684210526315789,9276acda-aca0-4065-96e3-3fb769168e98,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
of,1124,993,39,23,5,1143.5,1004.5,0.0159500693481276,0.0205263157894736,5ebd169a-7e02-47d3-8e22-55b5e710a4b8,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
their,1191,991,104,25,5,1243.0,1003.5,0.0173370319001386,0.0547368421052631,9cd685fd-a37f-4710-86ba-9ca63d665bd3,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
own,1322,999,64,17,5,1354.0,1007.5,0.0117891816920943,0.0336842105263157,341e0ab5-4fb6-4cce-b148-07b1a81e675d,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
films,1411,991,105,25,5,1463.5,1003.5,0.0173370319001386,0.0552631578947368,9d664c40-3dee-4055-818d-4a422f20a5e4,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
"outright,",1542,991,188,31,5,1636.0,1006.5,0.0214979195561719,0.0989473684210526,7fc8fc74-d63f-455a-82c0-3f016003ca62,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
which,1760,991,110,25,5,1815.0,1003.5,0.0173370319001386,0.0578947368421052,a7dec310-4c29-472e-8f4a-1a728ac4c001,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
put,0,1085,64,27,5,32.0,1098.5,0.0187239944521497,0.0336842105263157,b97e6170-b86c-4872-9911-ea4d70ad503e,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
them,91,1082,85,24,5,133.5,1094.0,0.0166435506241331,0.0447368421052631,6f6c5f4e-2fa0-46af-bbed-ef0a5d3f6d0b,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
at,200,1085,40,21,5,220.0,1095.5,0.0145631067961165,0.0210526315789473,6606ef90-9e2f-4596-922a-a41d157738a7,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
a,266,1089,19,17,5,275.5,1097.5,0.0117891816920943,0.01,a29236e9-6d5a-4347-aad6-b7a270145ec5,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
disadvantage.,309,1081,277,31,5,447.5,1096.5,0.0214979195561719,0.1457894736842105,97a8894e-b37c-4b65-9ce2-0ea11ffe13a7,history_of_film_61,"When the worldwide film boom started, he, and the few other people in the German film business, continued to sell prints of their own films outright, which put them at a disadvantage."
It,619,1085,39,21,5,638.5,1095.5,0.0145631067961165,0.0205263157894736,7876ece9-060a-4328-b475-104b7e3917f2,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
was,682,1088,64,18,5,714.0,1097.0,0.0124826629680998,0.0336842105263157,1a5e738a-2f88-4d5f-a398-f051b324bfa9,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
only,772,1082,85,29,5,814.5,1096.5,0.0201109570041608,0.0447368421052631,413b8959-4bf3-4da9-aa98-1d17101b86a8,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
when,880,1082,88,24,5,924.0,1094.0,0.0166435506241331,0.0463157894736842,1e69f0ef-6740-44df-bde8-6bc86e293f5e,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
Paul,992,1082,83,24,5,1033.5,1094.0,0.0166435506241331,0.0436842105263157,6add9896-e99e-4de2-ac2c-f730b86ebc30,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
"Davidson,",1101,1081,189,29,5,1195.5,1095.5,0.0201109570041608,0.0994736842105263,cc9b2f66-deec-48fd-86ab-63d7017f124e,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
the,1323,1082,61,24,5,1353.5,1094.0,0.0166435506241331,0.0321052631578947,b0433609-93f5-4a7e-bb4f-16e119c6b3a5,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
owner,1410,1089,105,17,5,1462.5,1097.5,0.0117891816920943,0.0552631578947368,13881a92-e0b4-4c20-9f14-ada5769c17c6,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
of,1542,1083,39,23,5,1561.5,1094.5,0.0159500693481276,0.0205263157894736,bc55db16-092e-42a9-a16e-fffdae3e45e6,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
a,1608,1089,19,17,5,1617.5,1097.5,0.0117891816920943,0.01,f7962de4-d4d2-438f-850f-fe67af9d8a45,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
chain,1652,1081,108,25,5,1706.0,1093.5,0.0173370319001386,0.0568421052631578,d6e406cf-a0ae-4db0-9259-2f13a8497bee,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
of,1784,1083,39,23,5,1803.5,1094.5,0.0159500693481276,0.0205263157894736,2483627b-f964-485b-8a26-98528ab47f34,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
"cinemas,",2,1171,166,29,5,85.0,1185.5,0.0201109570041608,0.0873684210526315,10405462-652f-4b41-aba5-5bf147ef202b,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
brought,198,1172,152,30,5,274.0,1187.0,0.0208044382801664,0.08,738158d9-a6e3-4719-8121-a23d51061a77,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
Asta,374,1175,87,21,5,417.5,1185.5,0.0145631067961165,0.0457894736842105,38a2a415-12dd-4886-a85f-14952b3e7ba3,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
Nielsen,484,1171,154,25,5,561.0,1183.5,0.0173370319001386,0.0810526315789473,84e1ec90-65be-4360-a912-b932adcf2af3,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
and,662,1172,64,24,5,694.0,1184.0,0.0166435506241331,0.0336842105263157,ef5793f3-0eed-4bd2-9cb6-043d2f1662d1,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
Urban,748,1172,110,24,5,803.0,1184.0,0.0166435506241331,0.0578947368421052,e2d7df6f-9935-43b2-b677-69fe2b2ab56d,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
Gad,881,1172,65,24,5,913.5,1184.0,0.0166435506241331,0.0342105263157894,2cae8f95-adfb-47a2-a640-acea54befc14,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
to,971,1175,39,21,5,990.5,1185.5,0.0145631067961165,0.0205263157894736,87c97106-40df-409d-b33e-6c8d1a681c76,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
Germany,1035,1175,152,26,5,1111.0,1188.0,0.0180305131761442,0.08,a5471a8c-7838-42c2-94a6-f0bba3356f05,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
from,1213,1173,85,23,5,1255.5,1184.5,0.0159500693481276,0.0447368421052631,a2ce84bf-fbe4-48f0-84e4-cbcd9106a015,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
Denmark,1321,1172,152,24,5,1397.0,1184.0,0.0166435506241331,0.08,ecb994a4-2b5c-4e44-a957-ae73a007ee44,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
in,1500,1171,40,25,5,1520.0,1183.5,0.0173370319001386,0.0210526315789473,f9a0a7d6-cdad-4f6e-9adb-cffb15c5fbe8,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
"1911,",1565,1175,99,25,5,1614.5,1187.5,0.0173370319001386,0.0521052631578947,0a01bf7b-8002-4065-a51e-854ef9d1897a,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
and,1696,1172,64,24,5,1728.0,1184.0,0.0166435506241331,0.0336842105263157,66e2fd7b-0be4-4b50-8768-53f789ac7fa0,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
set,1785,1175,61,21,5,1815.5,1185.5,0.0145631067961165,0.0321052631578947,d7ac0945-9474-426c-8280-7238c2d5a310,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
up,1,1269,42,23,5,22.0,1280.5,0.0159500693481276,0.0221052631578947,de819798-bf0d-4380-8246-6cfa9795d68a,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
a,68,1269,19,17,5,77.5,1277.5,0.0117891816920943,0.01,6a5d8bc5-5531-4703-982d-79ed644300ff,history_of_film_62,"It was only when Paul Davidson, the owner of a chain of cinemas, brought Asta Nielsen and Urban Gad to Germany from Denmark in 1911, and set up a production company, that a change-over to renting prints began."
