words,left,top,width,height,page,center_x,center_y,prop_height,prop_width,word_key
Davenport,1651,364,195,27,7,1748.5,377.5,0.0187239944521497,0.1026315789473684,a86157d5-1f25-4e35-8205-f86de84ff694
to,3,454,39,21,7,22.5,464.5,0.0145631067961165,0.0205263157894736,f65d6d5d-efb9-4904-856b-00461eed96e7
reach,68,451,108,24,7,122.0,463.0,0.0166435506241331,0.0568421052631578,1c3d8f1b-44d7-4257-ac04-46bc3d1341b7
the,201,451,61,24,7,231.5,463.0,0.0166435506241331,0.0321052631578947,6047716c-408e-48a4-a08e-b7e25a6844be
US,286,453,42,22,7,307.0,464.0,0.015256588072122,0.0221052631578947,be5abe4f-b997-4e11-9fe7-1f00a5d91c9c
Open,353,454,87,27,7,396.5,467.5,0.0187239944521497,0.0457894736842105,0ab7e63e-bdd3-4f22-adc5-f9b5db0a2906
final,465,450,104,25,7,517.0,462.5,0.0173370319001386,0.0547368421052631,e826933c-d058-4c70-a736-6eca29ec7d2e
where,594,451,108,24,7,648.0,463.0,0.0166435506241331,0.0568421052631578,94f0055e-f553-4c31-961d-f47bf774a6fc
she,729,451,61,24,7,759.5,463.0,0.0166435506241331,0.0321052631578947,8d497d37-a525-48f9-b5ad-2f9634e24e1c
defeated,815,451,175,24,7,902.5,463.0,0.0166435506241331,0.0921052631578947,2c5a20fa-5b4c-4217-aafa-ed401ce4dcac
world,1012,451,110,24,7,1067.0,463.0,0.0166435506241331,0.0578947368421052,a328b684-55fd-4b62-8baa-cb740b862427
No.,1144,454,58,21,7,1173.0,464.5,0.0145631067961165,0.0305263157894736,5d636c4d-8f58-4c1c-b2f6-7f53898c0c4c
1,1235,454,16,21,7,1243.0,464.5,0.0145631067961165,0.0084210526315789,107d16c6-9463-45da-abd8-701aaaddfb48
Hingis,1277,450,129,31,7,1341.5,465.5,0.0214979195561719,0.0678947368421052,da52cbec-a661-4c2e-b285-af4b33b9d982
to,1433,454,39,21,7,1452.5,464.5,0.0145631067961165,0.0205263157894736,4a782d18-c70b-4390-a666-ac18978b3510
become,1496,451,130,24,7,1561.0,463.0,0.0166435506241331,0.0684210526315789,491d7d7a-4ffb-452d-90bb-01b37ff3ca13
the,1653,451,61,24,7,1683.5,463.0,0.0166435506241331,0.0321052631578947,73431f1e-8d45-4699-9443-12dff7d9f7e1
second,1741,451,129,24,7,1805.5,463.0,0.0166435506241331,0.0678947368421052,84824d68-0fca-4e8e-b063-f7da58cfd3a6
African-American,0,540,352,25,7,176.0,552.5,0.0173370319001386,0.1852631578947368,d1d68a51-1b92-4eb1-959f-d4df48dd363e
woman,374,548,110,17,7,429.0,556.5,0.0117891816920943,0.0578947368421052,f37f0b35-752a-4ced-b21f-f20d3f03d1b3
after,508,542,105,23,7,560.5,553.5,0.0159500693481276,0.0552631578947368,f6de89bd-9b73-40ff-bc71-2abf398ed553
Althea,638,541,131,24,7,703.5,553.0,0.0166435506241331,0.0689473684210526,16825d89-523c-4426-85ad-ff6a58b2e441
Gibson,793,540,131,25,7,858.5,552.5,0.0173370319001386,0.0689473684210526,26ef966f-688e-4aac-abbf-8cb279b667c0
in,950,540,40,25,7,970.0,552.5,0.0173370319001386,0.0210526315789473,78b3fb68-cdbd-419e-b58c-9cee559da491
1958,1015,544,82,21,7,1056.0,554.5,0.0145631067961165,0.0431578947368421,dece693f-67ba-4df8-b06a-8d31b339c3e5
to,1125,544,39,21,7,1144.5,554.5,0.0145631067961165,0.0205263157894736,116a208d-b4b5-452e-8c3a-2fd516a1c136
win,1188,540,66,25,7,1221.0,552.5,0.0173370319001386,0.0347368421052631,a43a769c-58cb-49d0-8986-b2cd4d36a7c7
a,1278,548,19,17,7,1287.5,556.5,0.0117891816920943,0.01,eab32682-abf9-45e2-97cb-6b09f57f9fa6
Grand,1321,541,109,24,7,1375.5,553.0,0.0166435506241331,0.0573684210526315,662cbb67-29cb-495c-9777-240a7bbfdbdc
Slam,1454,541,86,24,7,1497.0,553.0,0.0166435506241331,0.0452631578947368,65fbc83a-74da-482e-b862-42705b500359
singles,1565,540,149,31,7,1639.5,555.5,0.0214979195561719,0.0784210526315789,1d9d482c-5b1a-4bd6-a2de-38795b518c4f
tournament.,3,634,231,21,7,118.5,644.5,0.0145631067961165,0.121578947368421,1e23d7b4-db9e-446a-b5d7-143029b673b7
The,266,631,62,24,7,297.0,643.0,0.0166435506241331,0.0326315789473684,0b7a0013-4c91-47f3-97e4-a9c33370ad6e
Williams,352,630,174,25,7,439.0,642.5,0.0173370319001386,0.091578947368421,069e5f21-5d05-4962-8ed1-40b89cbf9536
sisters,553,630,149,25,7,627.5,642.5,0.0173370319001386,0.0784210526315789,8210aa41-7cc4-4983-8e40-30b67fbcee88
also,728,631,84,24,7,770.0,643.0,0.0166435506241331,0.0442105263157894,ee52728e-ae9f-491c-848d-cf231b735d13
won,836,638,66,17,7,869.0,646.5,0.0117891816920943,0.0347368421052631,bfcceab7-bd7e-4af2-9d6c-0f8f748d6d46
the,927,631,61,24,7,957.5,643.0,0.0166435506241331,0.0321052631578947,6eaa70a8-9f31-4430-80d7-dc2150620395
doubles,1013,631,151,24,7,1088.5,643.0,0.0166435506241331,0.0794736842105263,2a5ceb63-c4b0-4c24-b360-0cc224cd08bc
title,1191,630,105,25,7,1243.5,642.5,0.0173370319001386,0.0552631578947368,f1e580aa-01af-4dac-abfa-205de80d57ab
at,1322,634,40,21,7,1342.0,644.5,0.0145631067961165,0.0210526315789473,637ad43a-538c-4080-a5a5-3398a4864f3a
this,1389,630,83,25,7,1430.5,642.5,0.0173370319001386,0.0436842105263157,d46a77de-f748-475e-a118-eb42c45824cd
tournament.,1499,634,231,21,7,1614.5,644.5,0.0145631067961165,0.121578947368421,3cd0641f-7c22-46bc-a261-64ebf3dfac05
To,1762,634,40,21,7,1782.0,644.5,0.0145631067961165,0.0210526315789473,e03d9cf3-f8c5-41cf-9498-cef0125e2fb7
complete,2,722,172,30,7,88.0,737.0,0.0208044382801664,0.0905263157894736,0f342b67-b6ec-406c-be48-50bda6885646
"1999,",201,725,99,25,7,250.5,737.5,0.0173370319001386,0.0521052631578947,2f0551ae-d11e-4acf-a1f1-3588b94cb0d2
Williams,330,721,174,25,7,417.0,733.5,0.0173370319001386,0.091578947368421,1a9a1e95-a4db-4fe2-98ef-cda0ed180504
won,528,729,66,17,7,561.0,737.5,0.0117891816920943,0.0347368421052631,a4d79b8f-2c77-4fb5-a8e2-f0c2f01dad99
a,618,729,19,17,7,627.5,737.5,0.0117891816920943,0.01,5b3028fa-bebd-4644-b5b0-aaffbb805932
doubles,661,722,151,24,7,736.5,734.0,0.0166435506241331,0.0794736842105263,35ee8aac-4733-41d2-b61c-d4418a953c02
match,836,722,110,24,7,891.0,734.0,0.0166435506241331,0.0578947368421052,054df0a9-a22b-41cc-8b50-9a9ad99696f4
in,972,721,40,25,7,992.0,733.5,0.0173370319001386,0.0210526315789473,eb05734f-cb69-4522-9ef4-f118ba46144b
the,1037,722,61,24,7,1067.5,734.0,0.0166435506241331,0.0321052631578947,8629c4b4-2d1c-4272-979d-5fc5611a3c75
Fed,1124,722,64,24,7,1156.0,734.0,0.0166435506241331,0.0336842105263157,4f73dc47-f055-4a23-8141-cb0af3e4a987
Cup,1212,725,63,27,7,1243.5,738.5,0.0187239944521497,0.0331578947368421,b22a67a1-4e32-44cd-a937-a4bf83cdbe54
final,1301,721,104,25,7,1353.0,733.5,0.0173370319001386,0.0547368421052631,45148709-ae7e-4e6c-9029-d9096a88a04d
against,1432,721,150,31,7,1507.0,736.5,0.0214979195561719,0.0789473684210526,021f538e-6fd8-44a4-a3d0-ce7442c3d527
Russia.,1607,721,145,25,7,1679.5,733.5,0.0173370319001386,0.0763157894736842,724188d6-7db1-4ef3-819d-211308b617dc
Williams,0,811,174,25,7,87.0,823.5,0.0173370319001386,0.091578947368421,d602d26b-dab5-4570-ba42-be195018e182
ended,200,812,108,24,7,254.0,824.0,0.0166435506241331,0.0568421052631578,438e0318-843f-4506-8cf8-81db1cc3c6e6
1999,333,815,82,21,7,374.0,825.5,0.0145631067961165,0.0431578947368421,d03ecebd-5567-4c55-b0e0-929ec4adf1f0
ranked,442,812,130,24,7,507.0,824.0,0.0166435506241331,0.0684210526315789,822ae8ce-ac50-4a9d-820a-6f53882edc35
world,594,812,110,24,7,649.0,824.0,0.0166435506241331,0.0578947368421052,bd1f2626-c829-4c0f-b945-30af9846d4a9
No.,726,815,58,21,7,755.0,825.5,0.0145631067961165,0.0305263157894736,5692fddc-e394-4159-94ad-c752c5d68bb0
4,816,815,17,21,7,824.5,825.5,0.0145631067961165,0.0089473684210526,239b6a28-f7ba-4643-800f-322ae80e67fb
in,862,811,40,25,7,882.0,823.5,0.0173370319001386,0.0210526315789473,c4b740bb-53ab-4a5e-9d33-345dc37b7963
just,926,811,84,31,7,968.0,826.5,0.0214979195561719,0.0442105263157894,fbbe970f-2c36-4226-aae7-ef8ef72a9fdd
her,1035,812,62,24,7,1066.0,824.0,0.0166435506241331,0.0326315789473684,d25a85bb-a25a-4c9b-ba8e-c91cbfae887f
second,1125,812,129,24,7,1189.5,824.0,0.0166435506241331,0.0678947368421052,34e2ec35-ac86-40af-9224-57c672654d0c
full,1279,812,82,24,7,1320.0,824.0,0.0166435506241331,0.0431578947368421,97f42983-fda7-4d35-a23d-97baaf6226e6
year,1386,819,85,22,7,1428.5,830.0,0.015256588072122,0.0447368421052631,8cffff16-dc42-4257-84c5-ab711d4a2310
on,1498,819,42,17,7,1519.0,827.5,0.0117891816920943,0.0221052631578947,decb17f2-4206-4826-a17e-11afae842603
the,1565,812,61,24,7,1595.5,824.0,0.0166435506241331,0.0321052631578947,9aff2f2c-57bf-402a-a997-26e795b5eb9f
main,1650,811,88,25,7,1694.0,823.5,0.0173370319001386,0.0463157894736842,a47580a9-0e05-4602-bb1c-6a9646fd1d83
tour.,1763,815,99,21,7,1812.5,825.5,0.0145631067961165,0.0521052631578947,7e14a21b-e835-4cb9-962f-2257aae112fe
Williams,66,901,174,25,7,153.0,913.5,0.0173370319001386,0.091578947368421,e89a7965-5ea1-4d93-a7da-aa1988a56339
started,267,902,151,24,7,342.5,914.0,0.0166435506241331,0.0794736842105263,d9115979-4af8-4eda-bbfe-3b961a89b27b
2000,442,905,83,21,7,483.5,915.5,0.0145631067961165,0.0436842105263157,38d9c695-b6fa-4fd7-b05a-90585fb66090
by,550,902,43,29,7,571.5,916.5,0.0201109570041608,0.0226315789473684,d2b453f5-e9d6-49cd-baa0-883c77c068a3
losing,619,901,129,31,7,683.5,916.5,0.0214979195561719,0.0678947368421052,c0c741dd-7a9c-4dd6-bbda-f4eda34d1259
in,774,901,40,25,7,794.0,913.5,0.0173370319001386,0.0210526315789473,18156763-918b-4728-b5b9-b8760d35ecf8
the,839,902,61,24,7,869.5,914.0,0.0166435506241331,0.0321052631578947,cede32fb-8221-44b5-9fd1-1d73bf51e90a
fourth,927,902,129,24,7,991.5,914.0,0.0166435506241331,0.0678947368421052,ab900e9e-61ff-4c10-b900-53260856a573
round,1080,902,108,24,7,1134.0,914.0,0.0166435506241331,0.0568421052631578,bafa8fc8-3c40-4927-8d56-bb2a8aaeb8ce
of,1212,903,39,23,7,1231.5,914.5,0.0159500693481276,0.0205263157894736,7e142bd5-8b5f-4fa5-8485-0e807c3c6746
the,1279,902,61,24,7,1309.5,914.0,0.0166435506241331,0.0321052631578947,085c94e7-1855-4b71-81d9-78d462b9fd8c
Australian,1364,901,220,25,7,1474.0,913.5,0.0173370319001386,0.1157894736842105,469d6e29-22fa-4385-aaf0-12d33bde7209
Open,1607,905,87,27,7,1650.5,918.5,0.0187239944521497,0.0457894736842105,d400955e-a921-4e7f-950d-a982d4e2813d
to,1719,905,39,21,7,1738.5,915.5,0.0145631067961165,0.0205263157894736,ce7a15d4-4bad-43bd-baf7-13d52fd9b36d
Elena,1784,902,107,24,7,1837.5,914.0,0.0166435506241331,0.0563157894736842,0bbb11c1-dfd7-49c1-a764-a2cb12ced095
Likhovtseva.,2,991,254,25,7,129.0,1003.5,0.0173370319001386,0.1336842105263158,f2e97711-f15e-48a6-b9a7-b0b623d6aaef
She,288,992,62,24,7,319.0,1004.0,0.0166435506241331,0.0326315789473684,49946ad7-8187-474d-bcf0-1ab18161e9a3
failed,377,991,129,25,7,441.5,1003.5,0.0173370319001386,0.0678947368421052,e8a1dff6-f26c-4cdf-b6fd-18dc7b66874a
to,531,995,39,21,7,550.5,1005.5,0.0145631067961165,0.0205263157894736,b9ae9449-a75e-401c-8aca-4d7a97a56467
defend,595,992,131,24,7,660.5,1004.0,0.0166435506241331,0.0689473684210526,55c8893c-1fa5-4882-91c5-3146a1b8023d
her,749,992,62,24,7,780.0,1004.0,0.0166435506241331,0.0326315789473684,c5c08c52-2990-493c-8384-09c1507c9286
titles,839,991,127,25,7,902.5,1003.5,0.0173370319001386,0.0668421052631579,14ec0c5a-0988-426d-9a27-6d524821e19c
in,994,991,40,25,7,1014.0,1003.5,0.0173370319001386,0.0210526315789473,74d7ce44-984e-49a6-9d0a-9a1b2223fead
Paris,1058,991,106,25,7,1111.0,1003.5,0.0173370319001386,0.0557894736842105,ad97a530-8987-441a-a6a6-f12f5c75d17e
and,1190,992,64,24,7,1222.0,1004.0,0.0166435506241331,0.0336842105263157,a7ec377b-6e4f-4992-8868-bf6a49bc9354
Indian,1279,991,129,25,7,1343.5,1003.5,0.0173370319001386,0.0678947368421052,8c61ca92-bcf1-43ec-8dfa-e9514faa472f
"Wells,",1430,992,124,28,7,1492.0,1006.0,0.0194174757281553,0.0652631578947368,3c093a7d-4de1-4e9a-ba73-4a9ad8146ebf
although,1586,992,174,30,7,1673.0,1007.0,0.0208044382801664,0.091578947368421,69412229-154e-4747-aac1-ffbd4e8c1fe4
she,1785,992,61,24,7,1815.5,1004.0,0.0166435506241331,0.0321052631578947,de8d1ba5-46f9-49d9-ba5e-0004e04e8112
did,1,1081,65,25,7,33.5,1093.5,0.0173370319001386,0.0342105263157894,3dae6ac4-ea79-4a7a-bef2-fd7f5179bb0f
win,88,1081,66,25,7,121.0,1093.5,0.0173370319001386,0.0347368421052631,91398fb4-507a-48a7-9851-8d79aaffc317
the,179,1082,61,24,7,209.5,1094.0,0.0166435506241331,0.0321052631578947,c507900c-4c1f-423e-8ea7-3e3f38dcc5e2
Faber,266,1082,105,24,7,318.5,1094.0,0.0166435506241331,0.0552631578947368,e42b48ca-5a30-4b83-bc1c-3800a976e9b3
Grand,397,1082,109,24,7,451.5,1094.0,0.0166435506241331,0.0573684210526315,936b1c4e-2531-4b13-b424-3e8abd3f5068
Prix.,530,1081,100,25,7,580.0,1093.5,0.0173370319001386,0.0526315789473684,b3a767ae-4c8c-4e85-8a31-e88375c32586
Williams,660,1081,174,25,7,747.0,1093.5,0.0173370319001386,0.091578947368421,1358e778-024c-4454-ba01-36937d2ea63f
missed,858,1081,132,25,7,924.0,1093.5,0.0173370319001386,0.0694736842105263,cf7424bd-13b7-4e68-a847-7367fd8bdece
the,1015,1082,61,24,7,1045.5,1094.0,0.0166435506241331,0.0321052631578947,9d5f2e1b-c1e5-4bbf-9cdc-cfdc903bc196
French,1102,1082,130,24,7,1167.0,1094.0,0.0166435506241331,0.0684210526315789,5a624e3c-5141-4480-a409-d5cb00b32201
Open,1255,1085,87,27,7,1298.5,1098.5,0.0187239944521497,0.0457894736842105,44865dad-2ec4-4078-88e0-6e0cb95eb303
because,1364,1082,152,24,7,1440.0,1094.0,0.0166435506241331,0.08,5e270de2-d2f1-40da-b6fc-2359d03914af
of,1542,1083,39,23,7,1561.5,1094.5,0.0159500693481276,0.0205263157894736,aff02df0-5736-438c-a564-4e4085447748
injury.,1610,1081,142,31,7,1681.0,1096.5,0.0214979195561719,0.0747368421052631,e35aa37e-8243-41b4-a92f-65f0ba8c2db5
She,1784,1082,62,24,7,1815.0,1094.0,0.0166435506241331,0.0326315789473684,31a3b96d-4af1-427d-a73a-ed6cee5fc495
returned,2,1172,174,24,7,89.0,1184.0,0.0166435506241331,0.091578947368421,564fbe7f-1d99-4841-ae5d-c196f647168e
at,200,1175,40,21,7,220.0,1185.5,0.0145631067961165,0.0210526315789473,49312099-0172-4537-a5d5-1fb637947aa8
"Wimbledon,",264,1171,212,29,7,370.0,1185.5,0.0201109570041608,0.111578947368421,caf1b1eb-753f-4ffd-acb2-7afd5d025e86
where,506,1172,108,24,7,560.0,1184.0,0.0166435506241331,0.0568421052631578,586ae0ac-0a70-448f-b084-b84674cfc610
she,641,1172,61,24,7,671.5,1184.0,0.0166435506241331,0.0321052631578947,126b08c5-df49-4ea5-b388-a3940c9e16e5
lost,729,1172,83,24,7,770.5,1184.0,0.0166435506241331,0.0436842105263157,021e6d9e-bd8e-494c-87b1-e910f63e2e34
to,839,1175,39,21,7,858.5,1185.5,0.0145631067961165,0.0205263157894736,8bc97250-b97e-440c-9cd7-cf23098c903d
Venus,902,1175,108,21,7,956.0,1185.5,0.0145631067961165,0.0568421052631578,c971f396-0a71-4387-9fab-50733bbe5571
in,1038,1171,40,25,7,1058.0,1183.5,0.0173370319001386,0.0210526315789473,8e86b10d-b4f8-410c-af8e-2c2249e6e1f3
the,1103,1172,61,24,7,1133.5,1184.0,0.0166435506241331,0.0321052631578947,2787e4ac-90cf-4f07-8fc4-a8d6d5727f57
"semi-finals,",1191,1171,253,29,7,1317.5,1185.5,0.0201109570041608,0.1331578947368421,03a55b37-79eb-4629-9ad7-eddc0812e844
but,1474,1172,64,24,7,1506.0,1184.0,0.0166435506241331,0.0336842105263157,586bf865-2aba-4860-9a54-7e0b7a8e551f
they,1565,1172,84,29,7,1607.0,1186.5,0.0201109570041608,0.0442105263157894,6a39291c-7c53-4e8a-8ef3-22676241a16f
won,1672,1179,66,17,7,1705.0,1187.5,0.0117891816920943,0.0347368421052631,30f724a5-a5eb-4dee-9504-6fa078dc8414
the,1763,1172,61,24,7,1793.5,1184.0,0.0166435506241331,0.0321052631578947,ab0ec4da-c48d-44e0-aa77-26d8517c926a
doubles,1,1262,151,24,7,76.5,1274.0,0.0166435506241331,0.0794736842105263,34abe751-1bed-42ed-95a8-0bb6d3e40e38
event,178,1265,106,21,7,231.0,1275.5,0.0145631067961165,0.0557894736842105,f96bd6f0-f74e-4485-8712-ddc10052ad18
at,310,1265,40,21,7,330.0,1275.5,0.0145631067961165,0.0210526315789473,ac36b929-465c-4d4e-a276-b9e7539c5543
the,377,1262,61,24,7,407.5,1274.0,0.0166435506241331,0.0321052631578947,a12faa41-55a5-434a-acea-1cd2a756a7bb
title.,465,1261,121,25,7,525.5,1273.5,0.0173370319001386,0.0636842105263157,e9af7814-ae9f-411f-867a-815829690cac
Williams,616,1261,174,25,7,703.0,1273.5,0.0173370319001386,0.091578947368421,b9ac235b-2d8c-4406-9f5b-dceb3641efa3
successfully,817,1262,260,29,7,947.0,1276.5,0.0201109570041608,0.1368421052631579,8108f5aa-7395-4b58-a695-98f3e875333a
defended,1101,1262,175,24,7,1188.5,1274.0,0.0166435506241331,0.0921052631578947,9afb7277-50f8-4c4b-a9e3-25b2b74f9fc7
her,1299,1262,62,24,7,1330.0,1274.0,0.0166435506241331,0.0326315789473684,71f72ca5-2d5a-4e54-b972-9a06464921f3
title,1389,1261,105,25,7,1441.5,1273.5,0.0173370319001386,0.0552631578947368,584a1d7f-776f-44ae-bda4-617838a7ea63
in,1522,1261,40,25,7,1542.0,1273.5,0.0173370319001386,0.0210526315789473,1f447df5-4838-460b-b965-441ce0fe33b9
Los,1586,1265,62,21,7,1617.0,1275.5,0.0145631067961165,0.0326315789473684,800b84cc-d52a-4fde-bb21-ee36b02a0e9a
"Angeles,",1672,1262,168,30,7,1756.0,1277.0,0.0208044382801664,0.0884210526315789,c401db25-b3cb-4ae6-a58b-7aa4dc4b5182
defeating,1,1351,197,31,7,99.5,1366.5,0.0214979195561719,0.1036842105263158,ff2f500d-ec55-4741-b119-fe7ed923c49f
Davenport,221,1355,195,27,7,318.5,1368.5,0.0187239944521497,0.1026315789473684,9fab941d-626a-4d88-a149-4c2bb11b688d
in,444,1351,40,25,7,464.0,1363.5,0.0173370319001386,0.0210526315789473,65587320-d383-42fe-8edd-4991d2b5b2eb
the,509,1352,61,24,7,539.5,1364.0,0.0166435506241331,0.0321052631578947,3521abc1-32bb-4a39-95c0-8761ef764133
final.,597,1351,121,25,7,657.5,1363.5,0.0173370319001386,0.0636842105263157,561859eb-bcb2-4f21-9035-c06d1bc71a8a
She,750,1352,62,24,7,781.0,1364.0,0.0166435506241331,0.0326315789473684,3d5b182d-1428-4b06-8dbe-ebba9f95b3b6
reached,838,1352,152,24,7,914.0,1364.0,0.0166435506241331,0.08,ecf2c208-cbfe-400b-a960-54dc02992061
the,1015,1352,61,24,7,1045.5,1364.0,0.0166435506241331,0.0321052631578947,4889525f-2d48-4892-873e-dc6c2e4ab54b
final,1103,1351,104,25,7,1155.0,1363.5,0.0173370319001386,0.0547368421052631,0342ff3f-11d0-485b-a8b1-e558aafe43ba
of,1234,1353,39,23,7,1253.5,1364.5,0.0159500693481276,0.0205263157894736,91dd2ad3-72d7-4151-b994-c4888a9fe097
the,1301,1352,61,24,7,1331.5,1364.0,0.0166435506241331,0.0321052631578947,67c007c4-2217-41c5-8d5b-ef1d718ffbbc
Du,1387,1355,43,21,7,1408.5,1365.5,0.0145631067961165,0.0226315789473684,36e22181-6c5f-4956-bcc7-51478951a9b6
Maurier,1452,1351,151,25,7,1527.5,1363.5,0.0173370319001386,0.0794736842105263,f94ae462-8b59-4063-b72e-1ad844744fea
Open,1629,1355,87,27,7,1672.5,1368.5,0.0187239944521497,0.0457894736842105,2548109b-fa90-4165-ada3-e44f2dc119a0
where,1738,1352,108,24,7,1792.0,1364.0,0.0166435506241331,0.0568421052631578,a0795896-ee02-4302-9126-5ba190d14f17
an,2,8,42,17,8,23.0,16.5,0.0117891816920943,0.0221052631578947,10c7b84e-46c6-4877-a93c-71a1e30cfe38
injury,70,0,127,31,8,133.5,15.5,0.0214979195561719,0.0668421052631579,96175137-a490-4341-8102-268c0282a1aa
forced,223,1,129,24,8,287.5,13.0,0.0166435506241331,0.0678947368421052,10ce4b84-93c5-48cb-b70e-722e7f27324c
her,375,1,62,24,8,406.0,13.0,0.0166435506241331,0.0326315789473684,dd369f7d-1d97-4b3b-baa0-d57092eb4653
to,465,4,39,21,8,484.5,14.5,0.0145631067961165,0.0205263157894736,19fa4477-c401-4818-9ffc-6638f5991854
retire,530,0,128,25,8,594.0,12.5,0.0173370319001386,0.0673684210526315,81965dc7-3ab8-48d9-84d7-85c6a790c75a
from,685,2,85,23,8,727.5,13.5,0.0159500693481276,0.0447368421052631,3e9c9cce-6c28-44c7-8631-ff00786949f7
her,793,1,62,24,8,824.0,13.0,0.0166435506241331,0.0326315789473684,2276d9e8-751c-4661-851f-af4b95a40fc2
match,880,1,110,24,8,935.0,13.0,0.0166435506241331,0.0578947368421052,944d6420-8768-47ae-b099-710e892220fe
with,1012,0,88,25,8,1056.0,12.5,0.0173370319001386,0.0463157894736842,20e4572e-beda-4f60-8cbe-29a0ccfb0ac4
Hingis.,1123,0,145,31,8,1195.5,15.5,0.0214979195561719,0.0763157894736842,ad48526d-96a3-491b-bf85-548e8b645850
Her,1299,4,62,21,8,1330.0,14.5,0.0145631067961165,0.0326315789473684,d6662361-f77c-49cf-bd24-d8df155a3cad
defense,1387,1,151,24,8,1462.5,13.0,0.0166435506241331,0.0794736842105263,0a008142-8602-4e31-939f-61fab23b6a96
of,1564,2,39,23,8,1583.5,13.5,0.0159500693481276,0.0205263157894736,56078729-fa15-4093-99d2-2fc8e0f94018
the,1631,1,61,24,8,1661.5,13.0,0.0166435506241331,0.0321052631578947,15bb1b68-d243-4c14-a505-d44b495c447f
US,1716,3,42,22,8,1737.0,14.0,0.015256588072122,0.0221052631578947,39f611ea-faf2-4630-b09f-506a9cdbe204
Open,1783,4,87,27,8,1826.5,17.5,0.0187239944521497,0.0457894736842105,4d3f9211-fc95-4159-be43-a3ba2d3f73da
title,3,90,105,25,8,55.5,102.5,0.0173370319001386,0.0552631578947368,1cfa7f9e-ccb0-41ec-88fa-d0bc3d20883f
ended,134,91,108,24,8,188.0,103.0,0.0166435506241331,0.0568421052631578,9ed21a7e-fd64-4ce9-84a5-9b233f4b1ae7
when,264,91,88,24,8,308.0,103.0,0.0166435506241331,0.0463157894736842,a6fff2d2-aa3b-4318-aaca-af033df6448f
she,377,91,61,24,8,407.5,103.0,0.0166435506241331,0.0321052631578947,dabea021-778e-4c17-83f5-8fcf89c260ff
lost,465,91,83,24,8,506.5,103.0,0.0166435506241331,0.0436842105263157,a41b98d3-124e-47cb-89b0-b8473ea7aab3
in,576,90,40,25,8,596.0,102.5,0.0173370319001386,0.0210526315789473,198b1502-66db-4792-98e7-177518148d84
the,641,91,61,24,8,671.5,103.0,0.0166435506241331,0.0321052631578947,46567959-f798-4061-ad22-c296ddf792dd
quarterfinals,727,90,283,31,8,868.5,105.5,0.0214979195561719,0.1489473684210526,34b11d71-71b4-495e-8632-7952a6b2bc6b
to,1037,94,39,21,8,1056.5,104.5,0.0145631067961165,0.0205263157894736,c7d20f08-6f56-4a8d-9b38-31995d5296cb
Davenport.,1101,94,211,27,8,1206.5,107.5,0.0187239944521497,0.1110526315789473,d5bceae4-228b-4b2c-94ee-98cfa5d31196
Williams,1342,90,174,25,8,1429.0,102.5,0.0173370319001386,0.091578947368421,2932fa10-9f98-41b2-adb1-befdbc2c9e56
teamed,1543,91,129,24,8,1607.5,103.0,0.0166435506241331,0.0678947368421052,28dac5fb-1804-4e92-affc-1d69b41d3d32
with,1694,90,88,25,8,1738.0,102.5,0.0173370319001386,0.0463157894736842,e1ace79a-60d7-45ab-8816-5665b4dc5543
Venus,0,184,108,21,8,54.0,194.5,0.0145631067961165,0.0568421052631578,8c7bd7e2-640e-48b1-9385-8e1fb3bc82d0
to,135,184,39,21,8,154.5,194.5,0.0145631067961165,0.0205263157894736,ec317464-6682-42f1-b611-a3df2cf3d547
win,198,180,66,25,8,231.0,192.5,0.0173370319001386,0.0347368421052631,1d4f8116-6314-4bb1-8780-b33511e9493b
the,289,181,61,24,8,319.5,193.0,0.0166435506241331,0.0321052631578947,706a977c-9788-4161-b520-01a383580e05
gold,376,181,86,30,8,419.0,196.0,0.0208044382801664,0.0452631578947368,9a2685c3-3f2b-4008-a207-1a0eee4834ec
medal,484,181,107,24,8,537.5,193.0,0.0166435506241331,0.0563157894736842,a5b1dc34-b776-4622-ac0b-8b2863367f7f
in,620,180,40,25,8,640.0,192.5,0.0173370319001386,0.0210526315789473,71dedd8f-cd9f-451c-927a-316349de501f
doubles,683,181,151,24,8,758.5,193.0,0.0166435506241331,0.0794736842105263,c6295aa0-10d8-407f-ac84-8ee7b8f1b1f7
at,860,184,40,21,8,880.0,194.5,0.0145631067961165,0.0210526315789473,8fadb392-22c5-4258-ac65-64983be3ef34
the,927,181,61,24,8,957.5,193.0,0.0166435506241331,0.0321052631578947,6156d924-6ab3-484e-9623-1f3da6dbd4e3
Sydney,1014,181,129,29,8,1078.5,195.5,0.0201109570041608,0.0678947368421052,d578c144-e5f3-440d-9779-dd5d43bd6616
Olympics,1167,180,173,31,8,1253.5,195.5,0.0214979195561719,0.0910526315789473,393f8584-ecbd-41ec-9272-13348637a82c
in,1368,180,40,25,8,1388.0,192.5,0.0173370319001386,0.0210526315789473,1afc59a2-48a5-4702-9f48-d94f051a50b4
September.,1432,181,210,30,8,1537.0,196.0,0.0208044382801664,0.1105263157894736,f58a206c-9cdb-4c56-ba1e-5f136edfa298
She,1674,181,62,24,8,1705.0,193.0,0.0166435506241331,0.0326315789473684,60740526-5993-46d9-826c-f1fcaa3cd169
