words,left,top,width,height,page,center_x,center_y,prop_height,prop_width,word_key,sentence_id,sentence
pansy,0,187,109,24,6,54.5,199.0,0.0166435506241331,0.0573684210526315,06600714-6f56-40bd-bab9-153017f3ad09,the_voynich_manuscript_61,Few of the plant drawings (such as a wild pansy and the maidenhair fern) can be identified with reasonable certainty.
and,134,181,64,24,6,166.0,193.0,0.0166435506241331,0.0336842105263157,fe858749-4dd0-4baa-b9a7-1d3bb74b2e50,the_voynich_manuscript_61,Few of the plant drawings (such as a wild pansy and the maidenhair fern) can be identified with reasonable certainty.
the,223,181,61,24,6,253.5,193.0,0.0166435506241331,0.0321052631578947,234a1d22-857d-4c95-b620-79ee7d4bba08,the_voynich_manuscript_61,Few of the plant drawings (such as a wild pansy and the maidenhair fern) can be identified with reasonable certainty.
maidenhair,308,180,217,25,6,416.5,192.5,0.0173370319001386,0.1142105263157894,18d16437-13aa-458a-b2b1-a67f258d00ee,the_voynich_manuscript_61,Few of the plant drawings (such as a wild pansy and the maidenhair fern) can be identified with reasonable certainty.
fern),553,181,97,27,6,601.5,194.5,0.0187239944521497,0.0510526315789473,e989c7cf-6df7-40bb-9bcb-928777905348,the_voynich_manuscript_61,Few of the plant drawings (such as a wild pansy and the maidenhair fern) can be identified with reasonable certainty.
can,684,188,64,17,6,716.0,196.5,0.0117891816920943,0.0336842105263157,86d8bedf-f7cc-4022-9e8b-c292b72b332b,the_voynich_manuscript_61,Few of the plant drawings (such as a wild pansy and the maidenhair fern) can be identified with reasonable certainty.
be,770,181,42,24,6,791.0,193.0,0.0166435506241331,0.0221052631578947,7cd6aca6-5eb5-4b88-9d2f-876e0f914098,the_voynich_manuscript_61,Few of the plant drawings (such as a wild pansy and the maidenhair fern) can be identified with reasonable certainty.
identified,840,180,216,25,6,948.0,192.5,0.0173370319001386,0.1136842105263157,db6c7cd2-9e53-423a-b89b-1af75b59b785,the_voynich_manuscript_61,Few of the plant drawings (such as a wild pansy and the maidenhair fern) can be identified with reasonable certainty.
with,1078,180,88,25,6,1122.0,192.5,0.0173370319001386,0.0463157894736842,09305254-66d6-4909-be06-cc8cad46ab20,the_voynich_manuscript_61,Few of the plant drawings (such as a wild pansy and the maidenhair fern) can be identified with reasonable certainty.
reasonable,1190,181,216,24,6,1298.0,193.0,0.0166435506241331,0.1136842105263157,c2045e99-58c2-40cc-9d81-881580bcabeb,the_voynich_manuscript_61,Few of the plant drawings (such as a wild pansy and the maidenhair fern) can be identified with reasonable certainty.
certainty.,1432,180,210,30,6,1537.0,195.0,0.0208044382801664,0.1105263157894736,ba2570eb-8fed-4c63-ab9d-650d86630886,the_voynich_manuscript_61,Few of the plant drawings (such as a wild pansy and the maidenhair fern) can be identified with reasonable certainty.
Those,1674,181,106,24,6,1727.0,193.0,0.0166435506241331,0.0557894736842105,a7cbe807-4ac9-44e2-8c47-379aaa6d3101,the_voynich_manuscript_62,"Those herbal pictures that match pharmacological sketches appear to be clean copies of these, except that missing parts were completed with improbable-looking details."
herbal,1,271,128,24,6,65.0,283.0,0.0166435506241331,0.0673684210526315,16ea409f-d95f-49b7-a6a2-956c0ae71264,the_voynich_manuscript_62,"Those herbal pictures that match pharmacological sketches appear to be clean copies of these, except that missing parts were completed with improbable-looking details."
pictures,154,270,174,31,6,241.0,285.5,0.0214979195561719,0.091578947368421,2bdf4337-c7ec-4ce3-9451-e87b6f04ab6d,the_voynich_manuscript_62,"Those herbal pictures that match pharmacological sketches appear to be clean copies of these, except that missing parts were completed with improbable-looking details."
that,355,271,83,24,6,396.5,283.0,0.0166435506241331,0.0436842105263157,7ea79611-9ed0-4815-8815-cdfcc658ae3e,the_voynich_manuscript_62,"Those herbal pictures that match pharmacological sketches appear to be clean copies of these, except that missing parts were completed with improbable-looking details."
match,462,271,110,24,6,517.0,283.0,0.0166435506241331,0.0578947368421052,c79f2624-b60c-4ac5-bd42-a7d87698b467,the_voynich_manuscript_62,"Those herbal pictures that match pharmacological sketches appear to be clean copies of these, except that missing parts were completed with improbable-looking details."
pharmacological,594,270,327,31,6,757.5,285.5,0.0214979195561719,0.1721052631578947,44b29f2e-9d86-4dbb-a13c-401d615a1ac0,the_voynich_manuscript_62,"Those herbal pictures that match pharmacological sketches appear to be clean copies of these, except that missing parts were completed with improbable-looking details."
sketches,949,271,171,24,6,1034.5,283.0,0.0166435506241331,0.09,c4b45735-69f5-431a-9b41-20cfb8276126,the_voynich_manuscript_62,"Those herbal pictures that match pharmacological sketches appear to be clean copies of these, except that missing parts were completed with improbable-looking details."
appear,1146,278,127,23,6,1209.5,289.5,0.0159500693481276,0.0668421052631579,bbdf5081-440c-40f0-b055-82fa036a4b7d,the_voynich_manuscript_62,"Those herbal pictures that match pharmacological sketches appear to be clean copies of these, except that missing parts were completed with improbable-looking details."
to,1301,274,39,21,6,1320.5,284.5,0.0145631067961165,0.0205263157894736,bb832f47-f0b6-4f38-9a5c-1baa06b3ba76,the_voynich_manuscript_62,"Those herbal pictures that match pharmacological sketches appear to be clean copies of these, except that missing parts were completed with improbable-looking details."
be,1364,271,42,24,6,1385.0,283.0,0.0166435506241331,0.0221052631578947,2ecf3a2b-d224-4ecc-b9a2-245e3e74f7b9,the_voynich_manuscript_62,"Those herbal pictures that match pharmacological sketches appear to be clean copies of these, except that missing parts were completed with improbable-looking details."
clean,1432,271,108,24,6,1486.0,283.0,0.0166435506241331,0.0568421052631578,2a07bf98-bc0d-4aeb-a8c3-2a6d154055a0,the_voynich_manuscript_62,"Those herbal pictures that match pharmacological sketches appear to be clean copies of these, except that missing parts were completed with improbable-looking details."
copies,1564,270,128,31,6,1628.0,285.5,0.0214979195561719,0.0673684210526315,5a186b42-5e2c-4626-ad82-b0c975915949,the_voynich_manuscript_62,"Those herbal pictures that match pharmacological sketches appear to be clean copies of these, except that missing parts were completed with improbable-looking details."
of,1718,272,39,23,6,1737.5,283.5,0.0159500693481276,0.0205263157894736,b17ba794-881a-44a0-8117-aa4f20d6d3d4,the_voynich_manuscript_62,"Those herbal pictures that match pharmacological sketches appear to be clean copies of these, except that missing parts were completed with improbable-looking details."
"these,",3,361,121,28,6,63.5,375.0,0.0194174757281553,0.0636842105263157,ffa8527e-01ea-444f-a464-ed7621f4ff56,the_voynich_manuscript_62,"Those herbal pictures that match pharmacological sketches appear to be clean copies of these, except that missing parts were completed with improbable-looking details."
except,156,364,128,27,6,220.0,377.5,0.0187239944521497,0.0673684210526315,e43f875f-3561-49b4-ac9b-c049437d264b,the_voynich_manuscript_62,"Those herbal pictures that match pharmacological sketches appear to be clean copies of these, except that missing parts were completed with improbable-looking details."
that,311,361,83,24,6,352.5,373.0,0.0166435506241331,0.0436842105263157,80747d14-037b-47a5-b7d2-8d98fc9e0f7b,the_voynich_manuscript_62,"Those herbal pictures that match pharmacological sketches appear to be clean copies of these, except that missing parts were completed with improbable-looking details."
missing,418,360,154,31,6,495.0,375.5,0.0214979195561719,0.0810526315789473,350d4bc7-482e-4fb9-b9d4-1b71766aeb8f,the_voynich_manuscript_62,"Those herbal pictures that match pharmacological sketches appear to be clean copies of these, except that missing parts were completed with improbable-looking details."
parts,594,364,108,27,6,648.0,377.5,0.0187239944521497,0.0568421052631578,fbbde1d0-7b62-4a04-ac44-2ec958e044e8,the_voynich_manuscript_62,"Those herbal pictures that match pharmacological sketches appear to be clean copies of these, except that missing parts were completed with improbable-looking details."
were,726,368,86,17,6,769.0,376.5,0.0117891816920943,0.0452631578947368,aa8fb2cb-aadd-48b4-9be2-c9f58ca3b8ce,the_voynich_manuscript_62,"Those herbal pictures that match pharmacological sketches appear to be clean copies of these, except that missing parts were completed with improbable-looking details."
completed,838,361,196,30,6,936.0,376.0,0.0208044382801664,0.1031578947368421,f6eac9cc-9985-4b8f-a519-12de562a3eab,the_voynich_manuscript_62,"Those herbal pictures that match pharmacological sketches appear to be clean copies of these, except that missing parts were completed with improbable-looking details."
with,1056,360,88,25,6,1100.0,372.5,0.0173370319001386,0.0463157894736842,4871aed6-0fa7-47aa-978d-ea6951fcd8ed,the_voynich_manuscript_62,"Those herbal pictures that match pharmacological sketches appear to be clean copies of these, except that missing parts were completed with improbable-looking details."
improbable-looking,1170,360,392,31,6,1366.0,375.5,0.0214979195561719,0.2063157894736842,0dd507df-ac0d-4bfe-921c-b8e196a3966b,the_voynich_manuscript_62,"Those herbal pictures that match pharmacological sketches appear to be clean copies of these, except that missing parts were completed with improbable-looking details."
details.,1585,360,167,25,6,1668.5,372.5,0.0173370319001386,0.0878947368421052,e6a2f24d-6ca2-4254-9226-5e3495ba01cf,the_voynich_manuscript_62,"Those herbal pictures that match pharmacological sketches appear to be clean copies of these, except that missing parts were completed with improbable-looking details."
In,1785,364,41,21,6,1805.5,374.5,0.0145631067961165,0.021578947368421,84116308-dbe5-4366-9cbb-5d6627342e54,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
"fact,",3,452,99,27,6,52.5,465.5,0.0187239944521497,0.0521052631578947,155d396e-c0a1-4afa-9b91-5a25c40dc6b4,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
many,132,458,87,22,6,175.5,469.0,0.015256588072122,0.0457894736842105,f2d38aa7-587a-45d7-84e2-65acd7ce11b7,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
of,244,452,39,23,6,263.5,463.5,0.0159500693481276,0.0205263157894736,e09e5a8c-0f11-451d-8f77-b48f3e096076,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
the,311,451,61,24,6,341.5,463.0,0.0166435506241331,0.0321052631578947,74af8387-e375-4bf9-b974-9d25dbc34b8c,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
plant,396,451,108,30,6,450.0,466.0,0.0208044382801664,0.0568421052631578,911555c5-c1ce-4e79-a516-bf4cefa78033,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
drawings,529,450,173,31,6,615.5,465.5,0.0214979195561719,0.0910526315789473,651078b2-df59-461f-bd52-91b7db154f7e,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
in,730,450,40,25,6,750.0,462.5,0.0173370319001386,0.0210526315789473,d2a390ec-e489-4287-98cc-76340af81352,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
the,795,451,61,24,6,825.5,463.0,0.0166435506241331,0.0321052631578947,f892ca72-c68f-4eed-99c8-653913a65935,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
herbal,881,451,128,24,6,945.0,463.0,0.0166435506241331,0.0673684210526315,19edc945-feb1-4006-ae7e-aee6d2f853ca,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
section,1037,450,151,25,6,1112.5,462.5,0.0173370319001386,0.0794736842105263,666192ba-96da-4e59-a30c-a2a4527cd6ad,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
seem,1213,457,85,18,6,1255.5,466.0,0.0124826629680998,0.0447368421052631,a640db29-0b23-496f-9a84-ed03ffe0b4f9,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
to,1323,454,39,21,6,1342.5,464.5,0.0145631067961165,0.0205263157894736,e2d51c25-f732-4214-a65a-2f78c2d2c3bc,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
be,1386,451,42,24,6,1407.0,463.0,0.0166435506241331,0.0221052631578947,6c2064a5-7958-4aa7-91d7-35f95c7cb883,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
composite:,1454,450,210,31,6,1559.0,465.5,0.0214979195561719,0.1105263157894736,0ee0b05a-7ca5-41f0-a415-c449e11647c6,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
the,1697,451,61,24,6,1727.5,463.0,0.0166435506241331,0.0321052631578947,3b17b220-2e61-469c-9320-13f6ce679fec,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
roots,1784,454,106,21,6,1837.0,464.5,0.0145631067961165,0.0557894736842105,ca1b1520-0b1d-4485-a790-893e57f67b08,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
of,2,542,39,23,6,21.5,553.5,0.0159500693481276,0.0205263157894736,8f3f506b-1720-49a3-9ceb-96c10e29c339,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
one,68,548,62,17,6,99.0,556.5,0.0117891816920943,0.0326315789473684,b1f579f9-f491-4884-9ac4-9df7c4c9b598,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
species,157,540,149,31,6,231.5,555.5,0.0214979195561719,0.0784210526315789,33f961e9-5beb-49c9-a28a-73502079ab20,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
have,331,541,85,24,6,373.5,553.0,0.0166435506241331,0.0447368421052631,b33d1732-de55-409b-b486-9b674a205707,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
been,440,541,88,24,6,484.0,553.0,0.0166435506241331,0.0463157894736842,f07fc8b4-6f22-438f-b8f6-d31c66ccbfb5,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
fastened,553,541,173,24,6,639.5,553.0,0.0166435506241331,0.0910526315789473,b4b32e9f-1a28-4508-bd52-81dbacf7e981,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
to,751,544,39,21,6,770.5,554.5,0.0145631067961165,0.0205263157894736,d473bf08-89fd-4e99-ae11-97609753769c,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
the,817,541,61,24,6,847.5,553.0,0.0166435506241331,0.0321052631578947,b9182355-9f92-479b-bdeb-17157660eff6,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
leaves,905,541,127,24,6,968.5,553.0,0.0166435506241331,0.0668421052631579,864b4546-573c-4223-9dea-79b5e337f684,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
of,1058,542,39,23,6,1077.5,553.5,0.0159500693481276,0.0205263157894736,7ccc3020-6a6a-442d-8f86-3f372b4f9498,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
"another,",1124,541,166,28,6,1207.0,555.0,0.0194174757281553,0.0873684210526315,d47e5335-642e-4b0f-89f1-f1d69ccc8082,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
with,1320,540,88,25,6,1364.0,552.5,0.0173370319001386,0.0463157894736842,ad16be7e-1201-4fd2-92e7-4b837551b808,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
flowers,1433,541,149,24,6,1507.5,553.0,0.0166435506241331,0.0784210526315789,c65f7847-5b51-4d7d-bcae-623684de7d55,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
from,1609,542,85,23,6,1651.5,553.5,0.0159500693481276,0.0447368421052631,84c8d0a0-727f-461f-9e02-803780fb866f,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
a,1718,548,19,17,6,1727.5,556.5,0.0117891816920943,0.01,b12b6d8f-ab86-499a-ae75-3e5b1a126f30,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
third.,1763,540,121,25,6,1823.5,552.5,0.0173370319001386,0.0636842105263157,cb91c83b-8b61-469f-870a-36b73dd56a80,the_voynich_manuscript_63,"In fact, many of the plant drawings in the herbal section seem to be composite: the roots of one species have been fastened to the leaves of another, with flowers from a third."
Hugh,1,631,87,30,6,44.5,646.0,0.0208044382801664,0.0457894736842105,293ce364-605a-472a-8885-c1c0c788f802,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
O'Neill,111,630,150,25,6,186.0,642.5,0.0173370319001386,0.0789473684210526,21f41ccb-2a81-47a3-a86a-07435ecabcb2,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
believed,286,630,176,25,6,374.0,642.5,0.0173370319001386,0.0926315789473684,873dbbfa-83c6-4f8e-9d6d-a6c865cfa586,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
that,487,631,83,24,6,528.5,643.0,0.0166435506241331,0.0436842105263157,9cb48d7b-e46e-4cbd-8bf6-a67f191eb6a6,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
one,596,638,62,17,6,627.0,646.5,0.0117891816920943,0.0326315789473684,4fbdd4ef-798c-4068-8ebc-6341424e366e,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
illustration,686,630,260,25,6,816.0,642.5,0.0173370319001386,0.1368421052631579,3adbadaf-8f3f-4907-970c-b1084bb1af67,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
depicted,969,630,175,31,6,1056.5,645.5,0.0214979195561719,0.0921052631578947,4fe238b7-a2bb-4fbb-a46a-a0f912a0140e,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
a,1168,638,19,17,6,1177.5,646.5,0.0117891816920943,0.01,d2b29534-71c6-4a7d-bc3c-aeb3197f2bb6,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
New,1210,634,66,21,6,1243.0,644.5,0.0145631067961165,0.0347368421052631,4b6a697d-0816-4527-ae28-ce6665a68b35,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
World,1298,631,110,24,6,1353.0,643.0,0.0166435506241331,0.0578947368421052,a7e50892-a7d3-4018-8ea5-f6c80bb81ba8,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
"sunflower,",1433,631,209,28,6,1537.5,645.0,0.0194174757281553,0.11,352266cd-ea12-473f-a916-03d2ad41f266,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
which,1672,630,110,25,6,1727.0,642.5,0.0173370319001386,0.0578947368421052,30f9fcfd-98ff-45d8-bad7-e96cec5c0f3c,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
would,0,722,110,24,6,55.0,734.0,0.0166435506241331,0.0578947368421052,a084a30f-9700-4f69-ab3a-f95da7569794,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
help,133,722,86,30,6,176.0,737.0,0.0208044382801664,0.0452631578947368,b1f0257c-ce33-491b-ac12-97dfdc6d336d,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
book,242,722,87,24,6,285.5,734.0,0.0166435506241331,0.0457894736842105,b5246164-a8e5-45dc-8c6e-eaed035ebaf5,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
the,355,722,61,24,6,385.5,734.0,0.0166435506241331,0.0321052631578947,254ce2e4-4366-4135-a8d0-da0b54f5f74f,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
manuscript,440,721,218,31,6,549.0,736.5,0.0214979195561719,0.1147368421052631,f7ae9fd9-3ca7-457e-8486-d964a975a507,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
and,684,722,64,24,6,716.0,734.0,0.0166435506241331,0.0336842105263157,faa22bfe-a579-4908-a632-f5b434b53f1e,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
open,772,729,86,23,6,815.0,740.5,0.0159500693481276,0.0452631578947368,3881738d-224f-489e-ad88-694bb5ccbe04,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
up,881,729,42,23,6,902.0,740.5,0.0159500693481276,0.0221052631578947,1b4d0be6-82e6-4cc3-88ff-a56320436cbd,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
intriguing,950,721,216,31,6,1058.0,736.5,0.0214979195561719,0.1136842105263157,3e147f75-f96a-4243-ab42-b510e46c0297,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
possibilities,1188,721,284,31,6,1330.0,736.5,0.0214979195561719,0.1494736842105263,1ee20620-6505-461f-84c0-e7cf8c560162,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
for,1499,723,60,23,6,1529.0,734.5,0.0159500693481276,0.031578947368421,255225b1-0182-4819-9e75-ad73f64e7865,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
its,1588,721,60,25,6,1618.0,733.5,0.0173370319001386,0.031578947368421,31eb0082-2f81-482e-8819-726dc0ae2081,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
origin;,1674,721,145,31,6,1746.5,736.5,0.0214979195561719,0.0763157894736842,97102cad-92bc-4269-98ea-cbe569e45aa4,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
"unfortunately,",1,812,299,29,6,150.5,826.5,0.0201109570041608,0.1573684210526315,4dc54755-16ea-4b33-8086-f3e72e29f022,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
the,333,812,61,24,6,363.5,824.0,0.0166435506241331,0.0321052631578947,8e691c54-f717-4873-b188-4e758f8c12c0,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
identification,422,811,304,25,6,574.0,823.5,0.0173370319001386,0.16,981bc084-3ce5-422e-bba0-0bffc9eaf6f0,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
is,752,811,38,25,6,771.0,823.5,0.0173370319001386,0.02,a0d7adcc-8649-4c66-924c-9d8a8032ffa1,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
only,816,812,85,29,6,858.5,826.5,0.0201109570041608,0.0447368421052631,822c32c7-620e-44af-8d72-74aa5724cee0,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
speculative.,927,811,253,31,6,1053.5,826.5,0.0214979195561719,0.1331578947368421,ad0e3b4e-ef57-487f-8793-85f809173c60,the_voynich_manuscript_64,"Hugh O'Neill believed that one illustration depicted a New World sunflower, which would help book the manuscript and open up intriguing possibilities for its origin; unfortunately, the identification is only speculative."
The,1212,812,62,24,6,1243.0,824.0,0.0166435506241331,0.0326315789473684,ee6e0c2d-c290-4b90-b6db-1314fe92584f,the_voynich_manuscript_65,"The basins and tubes in the ""biological"" section are sometimes interpreted as implying a connection to alchemy, yet bear little obvious resemblance to the alchemical equipment of the period."
basins,1298,811,130,25,6,1363.0,823.5,0.0173370319001386,0.0684210526315789,becacf7c-f253-4c7f-ae50-15b084b11295,the_voynich_manuscript_65,"The basins and tubes in the ""biological"" section are sometimes interpreted as implying a connection to alchemy, yet bear little obvious resemblance to the alchemical equipment of the period."
and,1454,812,64,24,6,1486.0,824.0,0.0166435506241331,0.0336842105263157,69fdf174-6278-4c63-8341-fa2426a00fae,the_voynich_manuscript_65,"The basins and tubes in the ""biological"" section are sometimes interpreted as implying a connection to alchemy, yet bear little obvious resemblance to the alchemical equipment of the period."
tubes,1543,812,105,24,6,1595.5,824.0,0.0166435506241331,0.0552631578947368,b58b4d99-c45a-4c10-a0c3-cbf056f82b9b,the_voynich_manuscript_65,"The basins and tubes in the ""biological"" section are sometimes interpreted as implying a connection to alchemy, yet bear little obvious resemblance to the alchemical equipment of the period."
